A0,A1,A2,A3
19.517000198364254,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.507999420166016,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.503000259399414,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.517000198364254,0.0,0.0,0.0
19.507999420166016,0.0,0.0,0.0
19.517000198364254,0.0,0.0,0.0
19.511999130249023,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.493999481201168,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.58699989318848,0.0,0.0,0.0
19.517000198364254,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.511999130249023,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.507999420166016,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.511999130249023,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.577999114990234,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.511999130249023,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.583000183105469,0.0,0.0,0.0
19.58699989318848,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.507999420166016,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.583000183105469,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.49799919128418,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.583000183105469,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.511999130249023,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.58699989318848,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.577999114990234,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.577999114990234,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.583000183105469,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.58699989318848,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.517000198364254,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.507999420166016,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.507999420166016,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.577999114990234,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.507999420166016,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.58699989318848,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.511999130249023,0.0,0.0,0.0
19.583000183105469,0.0,0.0,0.0
19.577999114990234,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.517000198364254,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.583000183105469,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.58699989318848,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.583000183105469,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.60099983215332,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.517000198364254,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.583000183105469,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.597000122070312,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.511999130249023,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.517000198364254,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.511999130249023,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.517000198364254,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.517000198364254,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.503000259399414,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.517000198364254,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.521999359130859,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.572999954223636,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.583000183105469,0.0,0.0,0.0
19.525999069213867,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
19.58699989318848,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.583000183105469,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.549999237060547,0.0,0.0,0.0
19.563999176025391,0.0,0.0,0.0
19.531000137329102,0.0,0.0,0.0
19.555000305175781,0.0,0.0,0.0
19.541000366210934,0.0,0.0,0.0
19.569000244140625,0.0,0.0,0.0
19.535999298095703,0.0,0.0,0.0
19.559000015258789,0.0,0.0,0.0
19.545000076293945,0.0,0.0,0.0
